id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,movie_facebook_likes,average_degree_centrality,imdb_score_binned,genre,plot
689,290,108,13000,285,606,32000000,422432,1885,2,1040,9,40,9,1960,332,18000,0.000300165,4,2.7528281,-1.7638339
690,31,102,6,165,3000,59847242,55895,5433,1,115,9,40,7,1991,2000,0,0.001425784,2,1.0596318,-0.38153574
691,79,139,2000,808,960,136448821,98989,3667,1,158,9,40,9,1996,848,1000,0.002851568,2,-0.83218116,1.6603136
692,436,106,0,175,13000,75638743,180479,13634,4,411,9,40,7,2011,240,42000,0.003752064,2,1.090993,0.07400971
693,99,125,34,1000,16000,15561627,39105,21622,0,359,9,40,9,2001,4000,0,0.001350743,3,-1.8453741,-0.57624674
694,153,126,13000,390,920,162831698,215255,2899,0,610,9,40,7,1992,811,0,0.002026114,2,1.2504419,0.06342802
695,270,123,176,749,975,159578352,133177,4825,7,380,9,40,9,2013,815,24000,0.001275702,2,-0.25210312,0.9288406
696,164,102,0,769,939,25266129,54346,3592,5,358,9,40,7,2004,854,0,0.002701486,2,1.2963864,-0.9364284
697,94,121,212,263,394,33328051,60508,1531,2,285,9,40,9,1996,380,4000,0.002326279,2,-0.30863982,-0.3054581
698,186,96,293,7000,87000,100289690,115099,108016,0,257,9,40,6,2007,11000,2000,0.00412727,2,1.7777313,-0.6728591
699,84,137,0,161,12000,41895491,63274,12947,1,170,9,40,9,1991,443,12000,0.002776527,3,1.6362698,-0.5295471
700,25,100,0,359,655,2148212,781,1906,0,20,9,40,6,1999,476,157,0.000825454,2,-0.87559694,-0.3916277
701,43,83,88,348,3000,51109400,76850,4767,5,85,9,40,7,1994,459,1000,0.001500825,2,-1.7581203,0.29128557
702,185,118,22000,319,14000,67263182,218771,15658,0,651,9,40,9,2002,509,0,0.002401321,3,3.9446576,-3.526597
703,175,136,759,354,11000,33685268,75573,12194,1,662,9,40,9,2003,599,4000,0.00352694,2,0.053196292,-0.87417626
704,197,119,238,447,1000,13763130,87768,2925,0,187,9,40,9,2010,561,12000,0.001050578,2,1.0545679,1.3389294
705,445,88,181,11,15000,75590286,386217,28011,4,553,9,40,9,2009,13000,26000,0.003001651,3,-0.62992424,-1.097833
706,73,85,84,595,1000,144156464,74343,4166,0,98,9,40,7,1998,1000,694,0.001951073,2,1.7226983,1.7473993
707,57,115,168,322,697,183088,11704,2243,0,36,9,40,9,2008,329,702,0.001050578,2,0.9381181,0.7071465
708,158,101,129,3,66,40566655,144021,74,0,391,9,39,7,2002,5,0,0.000900495,3,1.2970494,-2.7030747
709,134,88,104,318,628,83400000,160281,2726,0,427,9,40,6,1980,575,16000,0.000300165,3,-5.9618273,0.7788287
710,62,117,160,55,718,14348123,9323,1148,6,157,9,23,6,1999,330,970,0.000450248,2,0.97133774,-0.35522345
711,112,126,18000,697,18000,30226144,47626,22745,1,118,9,40,7,2007,2000,0,0.003677022,3,0.049482737,0.3498261
712,72,105,631,327,678,103738726,47819,2096,1,164,9,40,6,1990,631,2000,0.000975537,2,0.56961554,-0.1066039
713,75,84,42,182,436,55762229,47383,1203,1,132,9,40,7,2001,241,1000,0.001050578,1,-1.2099092,0.94062763
714,216,127,21000,360,11000,100125340,1023511,22678,0,1080,9,40,9,1995,11000,39000,0.005853219,4,2.0970893,-0.39583328
715,317,140,149,581,27000,13651662,332276,29692,1,514,9,40,7,2011,798,77000,0.001800991,4,-0.632732,-1.119392
716,13,115,468,150,605,14587732,4795,1290,3,39,9,40,7,1991,367,452,0.000525289,2,0.43608272,-1.1224097
717,14,112,9,125,860,173783,578,1252,0,34,9,40,5,2008,130,588,0.000450248,3,-0.34160605,-0.6014034
718,111,105,13000,658,40000,56362352,357581,42330,0,588,9,40,7,1990,967,16000,0.003677022,3,0.50582975,-1.7412996
719,88,90,56,56,126,110536,4117,284,1,118,9,40,6,2001,76,0,0.000300165,2,1.9239017,-0.6343034
720,99,130,545,697,15000,114968774,153468,28018,1,204,9,40,6,1988,11000,0,0.002701486,3,-1.2225811,0.0023054867
721,52,95,0,650,899,7881335,21212,3092,4,107,9,40,9,1994,849,3000,0.001125619,2,2.4419804,0.3666588
722,204,117,221,503,11000,103028109,172878,16325,1,203,9,40,7,2011,3000,19000,0.001876032,2,6.5218377,0.50911015
723,167,125,212,394,613,41814863,28635,1970,0,308,9,40,9,2004,422,893,0.002401321,2,2.7436016,1.2386197
724,117,133,46,275,683,34667015,74009,2371,0,317,9,39,7,1989,349,0,0.001125619,2,1.9676034,0.1337154
725,360,136,163,66,394,38509342,61995,712,7,356,9,40,7,2012,217,33000,0.001350743,2,-0.10740733,0.98041713
726,224,128,386,203,19000,3254172,29282,36337,1,105,9,40,9,2013,17000,11000,0.001650908,2,1.2633014,-0.7994021
727,136,101,4000,539,17000,28045540,67707,32232,0,202,9,40,6,2005,14000,0,0.003677022,2,0.7097807,0.71664166
728,30,87,67,67,871,33349949,9010,1111,0,199,9,40,6,2012,118,0,0.000300165,2,-0.35524517,-1.1749731
729,65,89,24,45,610,2300000,7921,995,2,97,9,40,10,1933,105,439,0.000375206,3,0.085380495,0.4529857
730,163,96,126,584,2000,95001351,131801,4380,1,548,9,40,7,2001,788,0,0.001425784,2,6.5656323,0.005871444
731,35,107,6,522,23000,819939,14580,26017,2,252,9,40,9,2003,813,0,0.001800991,3,1.2958313,-0.23958302
732,252,137,179,4000,17000,717753,33107,33747,4,128,9,13,9,2012,10000,27000,0.002626445,2,1.7325803,-0.23836273
733,522,93,0,355,15000,54696902,379462,16034,3,571,9,40,7,2011,491,56000,0.001800991,3,-0.06646189,-1.0056535
734,365,88,192,847,3000,25003072,72552,5737,0,374,9,40,9,2010,859,13000,0.001650908,2,-0.26279625,-0.29561198
735,226,147,670,16,177,2208939,190490,253,0,482,9,14,9,2006,27,26000,0.000825454,3,1.4538245,0.49387234
736,307,95,480,490,21000,100448498,272789,23018,3,285,9,40,9,2010,561,25000,0.003226775,2,-6.107163,0.19088726
737,466,127,140,10000,19000,24104113,149066,46241,1,517,9,13,9,2011,14000,24000,0.002101156,3,3.9210057,0.41577092
738,94,101,47,2,499,876671,22010,504,2,90,9,40,9,2007,3,0,0.000525289,2,1.9637008,-0.37987643
739,130,110,131,399,640,102308900,152089,2169,1,309,9,40,3,1969,566,0,0.000525289,4,-1.1219305,-0.41029927
740,113,102,0,212,1000,1891821,16474,1890,0,301,9,39,7,2005,307,785,0.001500825,1,-0.40925288,0.611721
741,285,100,0,389,640,7186670,21468,2082,0,164,9,40,9,2013,550,12000,0.000750413,2,0.38053948,-0.85786986
742,123,93,13,141,742,15126948,20815,1227,0,335,9,40,9,1995,152,0,0.000675371,1,1.6289324,0.51648915
743,97,110,22,48,434,56129,6555,645,1,82,9,6,9,2010,95,0,0.000300165,2,-0.7559187,0.5363362
744,63,107,0,159,29000,18636537,69197,29743,0,216,9,24,9,1995,165,0,0.002326279,2,0.40049508,0.5247984
745,121,117,18000,543,18000,21078145,26493,20456,0,159,9,40,7,2002,638,0,0.003677022,3,0.035677895,2.276833
746,135,117,19,461,3000,20218921,14814,4204,4,114,9,30,7,2010,646,0,0.000825454,2,0.6505018,-0.7789567
747,148,127,13000,940,40000,5887457,142416,56585,1,420,9,40,9,1994,13000,0,0.004877683,3,-0.44612303,1.4255617
748,209,127,1000,653,1000,57386369,224013,2601,1,2319,9,40,7,2001,691,10000,0.002101156,3,0.27948776,-0.06932074
749,86,103,65,311,11000,14448589,19364,12566,2,128,9,40,7,2002,944,835,0.003677022,2,6.5257173,0.31320754
750,82,94,0,235,374,36037909,10132,1238,3,130,9,14,7,2000,258,390,0.000675371,1,-6.1221466,0.7912747
751,20,119,23,748,25000,21413105,15230,45841,1,97,9,3,7,1990,19000,0,0.001650908,2,0.86516494,1.2622851
752,131,94,383,886,13000,22751979,52244,15857,0,377,9,40,6,2000,1000,0,0.003076692,2,-0.5724185,-0.7852874
753,73,141,11,8,56,6173485,10672,105,0,84,9,14,9,2001,36,802,0.000300165,3,0.0485134,-0.00938601
754,490,143,1000,77,29000,144812796,362912,29770,4,753,9,3,7,2013,509,115000,0.001876032,3,-1.7395786,-0.1198042
755,222,150,0,855,23000,12712093,70771,27829,0,671,9,40,7,2005,909,0,0.002251238,2,-0.93234885,0.3791674
756,391,123,108,3000,40000,62563543,115216,63769,7,289,9,40,9,2015,19000,44000,0.002851568,2,0.09572038,1.0426964
757,130,102,6,353,22000,14334645,22449,23352,1,191,9,40,7,2004,829,387,0.003301816,1,0.048724044,1.1853664
758,119,130,99,812,11000,183875760,213668,13357,1,270,9,40,7,1993,1000,0,0.002626445,3,-0.70777637,2.039269
759,196,119,610,716,834,53789313,89816,3637,0,347,9,40,7,2003,780,0,0.001650908,2,0.20515053,0.8499932
760,131,137,70,464,4000,39143839,38658,5746,0,284,9,40,7,2006,884,930,0.000975537,1,1.6077029,-2.4630845
761,2,118,76,249,902,800000,892,2079,0,21,9,40,6,1981,488,106,0.000900495,2,-1.2844269,-0.5148002
762,368,130,337,820,11000,21589307,135286,13960,1,261,9,40,7,2012,1000,27000,0.002326279,3,-1.853201,-0.025224904
763,258,113,108,22,1000,31146570,55441,1136,3,165,9,40,9,2010,100,0,0.001876032,2,1.0708153,-0.69232
764,10,92,22,0,2,2119994,1153,2,0,15,9,40,1,1993,0,238,0.000300165,2,-0.74068373,-1.0973507
765,125,118,57,805,975,18761993,19007,2944,1,219,9,40,9,2005,931,549,0.001425784,2,-6.091549,-1.4330477
766,37,127,16,399,565,35422828,19126,1735,1,155,9,40,6,1997,441,0,0.000375206,2,0.9609617,-0.32176974
767,137,102,218,376,900,16842303,59474,2475,3,418,9,40,9,1999,563,0,0.001650908,3,-1.7507601,0.4383804
768,97,94,32,453,1000,24268828,29971,3436,4,71,9,40,6,2010,626,0,0.001800991,2,1.4976189,1.1060705
769,165,110,119,332,1000,39263506,40469,2382,1,135,9,40,7,2008,931,0,0.001350743,2,-0.3657089,-1.4082084
770,75,90,15,453,953,5844929,6000,2510,1,109,9,40,7,2002,625,595,0.000675371,2,-6.1254945,1.6741797
771,112,91,13,140,803,38916903,15664,1921,0,149,9,40,6,2014,587,0,0.000300165,2,-1.4061635,-0.10052513
772,148,96,11,150,805,16027866,26767,1411,0,121,9,13,7,2015,173,0,0.000525289,2,-1.0904518,0.13247462
773,549,115,729,552,8000,82624961,205284,9578,0,439,9,40,9,2011,727,22000,0.001050578,3,-6.1254945,-0.39155287
774,158,108,50,494,14000,16930884,65628,16722,1,262,9,40,9,2007,975,0,0.002176197,2,2.049104,-0.5734716
775,288,107,27,360,664,7918283,41574,2440,1,145,9,40,9,2012,591,0,0.000675371,2,1.1130133,-1.1669931
776,93,76,2,72,1000,19447478,15788,1908,0,80,9,39,1,2005,766,538,0.002101156,2,0.1833057,0.3239107
777,119,111,529,505,18000,11405825,28542,19805,3,208,9,40,9,2001,826,0,0.003827105,2,-1.8554109,0.83089507
778,146,102,65,490,1000,32853640,50199,3239,1,101,9,40,7,2008,613,702,0.000975537,2,-6.1254945,2.5878286
779,98,105,346,141,280,1647780,65951,821,1,258,6,11,9,1998,278,5000,0.00060033,4,-1.8456684,1.8731315
780,130,113,34,24,10000,14268533,17319,10910,2,100,9,39,9,2016,877,0,0.001725949,2,1.669266,1.648927
781,576,100,405,628,996,44667095,190030,4606,0,583,9,13,7,2011,897,30000,0.000300165,3,1.2879663,-0.02630607
782,548,165,0,127,230,25359200,266020,673,0,836,9,40,9,2014,193,92000,0.001800991,3,-1.8562369,-0.8327161
783,110,105,12000,643,12000,76400000,58743,14762,1,192,9,40,6,1984,664,0,0.001800991,2,2.750769,-0.21329875
784,192,129,719,423,660,54700065,221521,2031,0,1049,9,40,9,1997,475,0,0.001125619,3,-2.0509677,0.31876302
785,247,101,0,92,218,31452765,149835,638,7,243,9,40,9,2008,216,0,0.001275702,2,6.549061,-0.12786825
786,174,96,126,954,18000,88915214,163665,22436,2,169,9,40,9,2009,957,9000,0.002851568,2,6.5274434,0.11932907
787,51,107,48,940,1000,12372410,11709,4971,1,101,9,40,7,2000,957,650,0.002176197,2,1.0058814,2.0740442
788,141,130,317,256,18000,19593740,88270,32637,0,420,9,40,9,2003,14000,0,0.003827105,3,-0.34720826,-0.9233656
789,90,100,38,460,833,48637684,16979,2800,4,42,9,40,9,2014,807,0,0.001050578,2,6.5450993,1.1934881
790,36,114,61,407,20000,18653615,14786,22040,2,103,9,40,7,1999,797,638,0.002101156,2,-6.1268773,1.5257235
791,151,104,0,1000,26000,30093107,600996,39175,6,726,9,39,9,2000,11000,27000,0.004202311,4,-1.7683135,0.10385651
792,52,87,9,503,818,37566230,3407,2164,1,48,9,40,6,2003,636,309,0.00060033,2,0.004514986,-0.5379345
793,195,101,40,398,2000,28687835,40964,3612,1,245,9,40,9,2008,648,0,0.001050578,2,-0.33818698,1.8802173
794,546,144,0,15,378,16377274,105144,427,31,405,9,40,9,2012,18,27000,0.001050578,3,-1.8454317,0.34482303
795,113,98,969,433,969,389804,11816,2530,0,35,9,40,5,2010,529,0,0.000900495,2,1.2970107,0.18244012
796,143,88,7,484,2000,120618403,171792,4478,0,222,9,40,1,1998,500,12000,0.00060033,3,1.3688382,1.0637798
797,228,108,174,324,730,32048809,94456,2178,0,576,9,3,9,2005,716,0,0.000825454,2,0.9106974,-0.92701805
798,65,82,217,442,10000,30084,5507,11642,3,23,9,40,9,2014,969,812,0.00120066,2,-6.112283,-1.608519
799,185,122,687,957,16000,52397389,132954,19764,0,514,9,40,9,2004,1000,0,0.002101156,2,0.3288599,0.6177287
800,122,99,71,1000,18000,33000377,27378,23344,0,365,9,40,9,2000,1000,0,0.002101156,1,-0.54961157,0.32854652
801,31,114,0,582,982,65623128,7354,2753,5,50,9,40,7,2012,618,0,0.001350743,1,1.902132,-0.2734014
802,75,114,0,452,524,65000000,43027,2668,0,214,9,40,7,1995,517,0,0.001951073,2,1.2955059,0.07013247
803,343,105,0,502,2000,201148159,103749,4671,1,323,9,40,6,2015,520,56000,0.001125619,2,1.0430747,0.19235653
804,231,145,719,104,2000,4398392,59507,2590,1,232,8,26,9,2006,380,0,0.00120066,3,0.003964931,-0.10781869
805,226,139,777,58,131,6857096,80429,343,0,156,11,6,9,2010,66,37000,0.00060033,4,-0.22937375,0.9474307
806,134,129,395,313,18000,537580,52972,19620,1,124,9,40,9,2011,1000,21000,0.003076692,2,1.2695236,0.05429268
807,77,155,14000,11000,12000,44175394,56509,37570,2,227,9,40,9,1997,11000,0,0.007354045,3,2.3430314,0.19092275
808,230,120,115,310,10000,1984743,20616,11019,3,70,9,40,9,2013,316,0,0.001650908,2,-1.7495985,1.438576
809,122,82,23,6,11,49968653,85423,37,0,374,9,40,7,2001,9,12000,0.000750413,2,6.556949,-0.7718509
810,471,117,212,896,11000,27296514,326494,17738,0,340,9,40,9,2013,3000,65000,0.002851568,3,0.04754447,-0.799638
811,45,83,119,633,885,7001720,8560,2907,2,205,9,40,7,2008,816,797,0.000975537,1,-1.1496931,0.34224445
812,124,112,0,177,805,7837632,46396,1466,0,287,9,40,9,1997,223,0,0.001725949,3,-1.8440578,-0.5918064
813,223,120,365,723,887,76600000,105446,3876,0,321,9,40,6,1982,770,11000,0.000825454,3,-1.8697175,0.3967472
814,60,103,357,40,2000,51317350,78343,2710,0,139,9,40,7,1996,663,0,0.002776527,2,-0.24046788,1.6985296
815,411,110,301,412,1000,48056940,155153,2239,0,524,9,40,9,2012,419,58000,0.000750413,2,-0.7380072,0.21894439
816,256,111,456,394,20000,34964818,39956,21393,4,186,9,40,6,2015,548,24000,0.002251238,2,1.6556864,-1.5113292
817,287,96,83,1000,12000,51774002,87745,16121,1,331,9,40,7,2011,1000,18000,0.00292661,1,0.3203035,0.54517245
818,343,105,0,502,2000,201148159,103737,4671,1,322,9,40,6,2015,520,56000,0.001125619,2,1.0199057,0.18610367
819,348,101,473,429,833,190871240,167089,2690,0,491,9,40,7,2014,809,62000,0.000975537,2,1.6525272,1.496651
820,81,94,32,626,854,60573641,68406,4530,1,162,9,40,6,1996,628,0,0.001350743,2,0.2231797,0.8195549
821,43,96,0,111,385,9449219,13949,995,2,98,9,40,9,1996,356,453,0.000450248,2,1.2795453,-1.1597973
822,107,94,0,197,712,15155772,8895,1673,2,48,9,40,7,2014,341,3000,0.001951073,2,1.2906598,0.92627794
823,118,116,453,2000,24000,3335839,54657,50313,2,222,9,40,9,2005,23000,0,0.004202311,2,0.9212524,-2.0105622
824,126,127,79,50,12000,5128124,44198,12574,1,251,9,28,7,2005,506,11000,0.002776527,3,0.3064476,1.668051
825,91,104,10,93,715,1056102,18792,1315,0,153,9,40,9,2003,436,1000,0.00060033,2,2.1439066,0.8634736
826,123,118,108,103,173,11533945,77551,563,0,434,9,40,9,1999,148,0,0.000675371,3,-1.4987473,0.6014967
827,149,127,278,912,2000,182805123,158864,5838,1,395,9,40,7,2000,955,0,0.002476362,2,0.047479782,0.36692002
828,135,108,99,172,672,40048332,61417,1460,1,339,9,40,9,2002,174,941,0.000750413,2,2.794259,1.4899955
829,99,145,317,70,876,13038660,16995,1282,1,163,9,40,9,1999,219,0,0.001050578,3,-1.8488346,-3.4346385
830,213,97,41,619,11000,23527955,74691,12841,1,165,9,40,7,2010,673,0,0.001500825,2,-0.30851644,1.2361995
831,345,99,0,691,13000,5702083,80617,23755,3,190,9,39,9,2011,10000,36000,0.002401321,2,1.1798593,-0.45636624
832,157,115,0,35,85,5383834,173551,318,0,361,28,25,9,2000,79,11000,0.000825454,4,1.0589432,1.2087398
833,148,86,33,583,15000,27854896,64190,17396,1,129,9,40,7,2011,976,16000,0.000825454,2,-0.6482784,-0.82613313
834,306,98,275,1000,7000,368049635,286877,11905,0,284,9,40,6,2013,2000,56000,0.00120066,3,-0.86802316,0.7693471
835,65,110,9,826,997,8888355,7894,3177,19,25,9,40,7,2013,941,0,0.000525289,1,0.6730917,-0.57729816
836,127,90,420,141,191,226138454,160440,664,2,394,9,40,7,2001,165,0,0.001425784,2,1.9228743,-1.2544563
837,414,97,181,748,11000,14938570,111625,14025,1,369,9,40,9,2012,820,20000,0.002476362,2,-0.87873673,0.29518023
838,162,101,194,602,1000,6712241,782437,3858,2,1420,9,40,9,1998,816,35000,0.000750413,4,-1.3770716,-0.69423
839,253,97,545,529,14000,60128566,131447,16098,1,410,9,14,9,2010,1000,19000,0.002401321,2,0.6951968,-1.5649494
840,261,129,102,624,768,255950375,223127,3389,0,420,9,40,7,2009,734,38000,0.000750413,3,0.32229072,-0.115052685
841,147,82,87,444,1000,6842058,36029,3818,0,99,9,40,9,2012,581,14000,0.000450248,2,1.1710848,0.08365806
842,174,185,14000,212,14000,96067179,865020,15233,0,1273,9,40,9,1993,795,41000,0.005177848,4,-0.042245474,-0.506161
843,167,102,52,526,8000,49392095,52029,10552,1,224,9,40,7,2009,735,0,0.002551403,2,1.0745689,1.5064367
844,133,103,6,935,7000,532988,5863,9660,0,25,9,40,7,2015,1000,0,0.001800991,2,-1.2972845,0.774033
845,24,111,19,107,241,6462576,1449,824,0,30,9,40,7,2016,118,0,0.000300165,2,-1.8418797,-0.3975278
846,40,212,759,812,2000,25052000,35314,5708,0,145,9,40,7,1994,925,0,0.002476362,2,-0.16235135,-0.8422814
847,91,135,0,913,13000,45856732,46221,16762,1,141,9,40,7,1997,936,0,0.003151733,3,-0.33349636,1.991256
848,41,94,0,379,795,511920,2458,2449,1,26,9,40,6,2008,754,211,0.000900495,1,1.9424062,1.3010583
849,205,85,52,489,1000,12610731,38985,3050,1,673,9,40,9,2001,935,0,0.00060033,1,-2.2350574,0.2299761
850,308,101,42,219,991,39103378,93272,2609,0,251,9,40,9,2010,894,0,0.001350743,2,1.6214813,1.7706504
851,94,130,63,2,24,9473382,26832,29,3,247,11,6,9,1998,3,0,0.000300165,3,-0.2801811,0.6752989
852,169,80,10,34,11000,77413017,45984,11218,0,331,11,13,1,2005,108,0,0.002851568,3,-0.3295682,0.36192787
853,42,124,11000,563,11000,10763469,13692,12685,0,55,9,40,6,1989,860,877,0.004802641,2,1.3004495,1.695863
854,226,93,31,213,4000,238371987,138661,4628,2,173,9,40,6,2010,225,0,0.00120066,2,0.009534668,-0.36118275
855,173,101,13,368,494,55865715,41763,2013,0,403,9,39,7,2005,392,0,0.000750413,2,2.4121034,0.25196406
856,235,99,160,72,330,38105077,58349,701,0,194,9,40,9,2009,119,0,0.000675371,2,-1.0574994,-0.45441458
857,356,96,0,509,10000,17114882,189249,17211,1,398,9,40,9,2007,6000,0,0.003001651,3,0.15315402,2.400583
858,277,119,33,518,3000,51178893,24285,6089,4,110,9,40,6,2014,2000,10000,0.001575867,2,1.4166857,-0.2503446
859,102,106,357,883,23000,35007180,26846,26652,0,193,9,40,7,2000,1000,0,0.002776527,2,0.9616966,-0.7291249
860,72,92,26,417,1000,5018450,8546,2687,0,86,9,40,9,2000,905,859,0.000900495,2,0.0039027887,-0.56096053
861,201,128,395,161,283,15797907,68119,904,0,230,7,40,7,2007,206,0,0.00120066,3,-1.8625232,-0.41329506
862,669,108,0,1000,20000,106952327,551363,38072,1,1140,9,40,9,2010,15000,106000,0.002851568,3,1.0647212,-1.4259601
863,182,83,157,581,2000,4244155,56005,3374,5,112,9,40,9,2011,616,0,0.001876032,2,-6.132917,-1.7225064
864,256,111,456,394,20000,34964818,39956,21393,4,186,9,40,6,2015,548,24000,0.002251238,2,1.6425924,-1.5252748
865,133,95,0,643,934,89808372,46417,3500,2,297,9,40,7,2003,655,660,0.001350743,1,-5.993597,1.3632692
866,77,98,3,327,349,1943649,8697,2095,3,122,9,40,7,1999,347,374,0.000450248,2,-0.47808534,0.5507578
867,224,91,75,13,35,41709,54601,116,0,200,24,29,5,2009,16,23000,0.000450248,2,-0.3273339,-0.74126625
868,136,115,58,400,33000,31874869,43575,34605,0,302,9,40,9,2002,455,0,0.001500825,2,0.20709758,0.14824113
869,82,93,78,197,536,200803,7988,1467,3,71,9,40,9,2012,317,0,0.000300165,2,-6.010162,0.3878847
870,304,87,275,975,7000,251501645,385943,11608,0,296,9,40,6,2010,2000,31000,0.00120066,3,-0.086356595,1.4546862
871,62,121,272,227,49000,123922370,98348,50141,1,131,9,40,9,1987,263,0,0.003301816,3,0.3089212,1.6720636
872,152,124,213,372,838,52752475,63067,2583,0,533,9,40,9,2002,593,0,0.000825454,2,1.068488,-0.5044956
873,176,100,21,552,14000,13746550,29322,15922,5,104,9,40,9,2012,618,0,0.001575867,2,-0.91096777,-1.6402797
874,236,110,168,96,3000,39825798,295375,4210,3,645,9,40,7,2006,979,15000,0.001725949,3,-0.63417155,-0.52091205
875,288,81,119,412,468,59992760,119622,2134,1,396,9,40,9,2009,442,0,0.000750413,2,-6.0175123,-0.12466766
876,375,109,97,839,17000,138447667,408302,19968,2,345,9,40,9,2012,971,39000,0.001876032,3,-0.23160325,0.19470102
877,385,130,14000,366,813,260000000,412454,2047,0,962,9,40,6,1975,559,21000,0.003451899,3,-0.37266058,0.2010715
878,65,112,759,933,11000,4554569,8134,17873,4,123,9,40,9,1999,1000,209,0.002551403,2,-6.1165924,-0.27818295
879,40,99,379,251,456,5333658,2541,1356,2,54,9,40,6,1982,278,0,0.000375206,1,0.24903002,0.8383685
880,210,145,21000,243,534,55473600,207686,1543,0,776,9,40,9,1992,273,0,0.002026114,2,-0.44986746,-0.78441304
881,89,77,25,16,304,45542421,13319,575,0,53,9,40,1,2000,253,347,0.000375206,2,-0.14506203,0.13972263
882,100,100,422,422,816,18488314,76151,2893,0,333,9,40,9,2001,577,0,0.001050578,3,0.2610264,-0.6843943
883,341,106,1000,98,816,9190525,102125,1120,1,324,9,40,9,2009,105,10000,0.00120066,2,-6.1254945,-0.5741296
884,14,108,208,689,876,24103594,6384,4840,0,54,9,40,6,1993,827,391,0.001425784,2,0.0081847515,0.67625314
885,289,118,43,651,740,150368971,316671,3425,4,301,9,40,9,2013,707,35000,0.00060033,2,-1.7818724,0.74574214
886,89,132,545,807,919,29781453,22447,4796,1,210,9,40,7,2001,811,0,0.000975537,2,-0.37904853,1.2768337
887,204,107,0,255,2000,38400000,600266,3582,1,692,9,39,9,1984,663,13000,0.001800991,4,0.22044072,1.3209234
888,195,122,22,32,186,3950029,12411,416,0,89,11,13,7,2010,135,0,0.000300165,3,-1.8453741,-0.22758865
889,268,132,16000,567,16000,100422786,482064,28830,1,1106,9,40,7,2004,11000,14000,0.007128921,4,-0.61258614,0.49331424
890,449,138,0,874,18000,93749203,264047,20952,0,491,9,40,9,2012,984,64000,0.00412727,3,1.0433432,0.33571103
891,451,106,188,718,10000,179020854,268154,12572,1,341,9,40,7,2012,816,40000,0.002101156,2,0.7013573,1.2860848
892,129,135,149,250,639,64371181,36636,1845,0,289,9,40,6,2004,617,0,0.001050578,3,-0.91420424,0.99870795
893,232,99,101,327,1000,15071514,65037,2323,2,273,9,40,7,2007,422,0,0.000825454,2,-0.7555205,0.9072898
894,104,94,189,597,3000,138614544,75152,7014,15,288,9,40,6,2003,2000,0,0.001725949,2,0.22148725,0.4762648
895,67,91,85,105,635,10076136,11512,1352,0,141,9,2,9,1998,316,471,0.000525289,1,0.71219736,0.13593322
896,67,84,64,748,2000,11860839,5156,4617,0,21,9,40,6,2011,892,0,0.000525289,2,1.3981853,-0.4673925
897,192,178,101,471,918,5501940,248354,2334,0,564,12,14,9,2004,653,14000,0.000975537,4,1.3925997,-2.0602186
898,27,81,8,341,844,26906039,29621,2653,2,76,9,40,7,1996,456,588,0.000375206,2,-1.2563145,-1.0651714
899,158,126,26,385,638,13005485,56665,2282,0,469,9,40,9,2003,624,0,0.000975537,3,-1.8453422,-1.2900335
900,125,121,0,244,989,16311763,50656,2365,1,416,9,39,9,1998,888,0,0.002176197,3,-0.3567522,-0.1953475
901,100,112,0,425,11000,115000000,63839,14954,1,238,9,40,6,1973,2000,0,0.003601981,3,0.25311276,1.0000368
902,185,111,2000,244,17000,48430355,43709,18510,2,141,9,40,7,2011,1000,0,0.003076692,2,-6.1076446,0.28195485
903,156,94,52,261,567,59573085,13562,2259,10,103,9,40,7,2016,312,19000,0.00120066,2,-2.2164788,-1.1751537
904,265,109,175,459,18000,75573300,156898,20148,1,172,9,40,9,2013,497,22000,0.002251238,2,0.41537505,0.6972056
905,84,113,137,481,879,127175354,288451,2985,2,438,9,40,7,1994,854,0,0.001125619,3,-5.9842153,0.4155394
906,81,86,92,466,744,38230435,29661,3001,3,179,9,40,7,2002,489,0,0.001500825,2,-1.2085764,-0.10160738
907,117,131,53,548,14000,3752725,29715,16252,3,161,9,40,9,2004,871,0,0.001425784,3,-1.7335749,0.31606552
908,69,88,189,799,934,47811275,29008,3707,1,99,9,40,6,2002,927,896,0.002176197,2,0.08115568,-1.6964703
909,210,102,192,31,346,13214030,60516,500,3,147,9,40,7,2008,41,0,0.000900495,2,0.47548068,0.1888952
910,73,86,293,255,509,181395380,220392,2070,1,243,9,40,7,1997,418,0,0.001425784,2,-0.0073057506,0.90915483
911,83,121,319,11,1000,40158000,63931,1051,1,241,9,28,9,1993,18,0,0.001275702,3,-1.1490948,-0.8369821
912,80,97,119,7,136,2856622,11550,254,0,197,9,6,9,1997,108,489,0.000675371,3,-6.1254945,0.7273513
913,122,88,50,441,691,75817994,32049,2622,0,179,9,40,6,2003,569,988,0.000975537,1,0.38103324,0.18675236
914,95,134,3000,77,205,20733485,11622,428,1,157,9,40,7,1997,130,1000,0.001425784,3,-1.8545997,-2.0969598
915,26,75,15,36,1000,32230907,6062,1385,0,30,9,40,9,2013,309,0,0.000300165,2,-0.4720276,-1.1640389
