id,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,movie_facebook_likes,average_degree_centrality,imdb_score_binned
668,0,159,110,118,287,0,11000,5773519,0,28621,12876,0,2,91,9,40,7,2015,1000,11000,0.001275702,2
669,16,43,136,16000,216,0,16000,46700000,23,19832,16805,0,1,98,9,40,6,1982,281,10000,0.004577518,2
670,29,415,128,98,727,13,21000,209019489,81,477300,23996,0,3,621,9,40,7,2009,979,20000,0.003076692,3
671,0,104,101,37,595,0,2000,13208023,0,17309,4262,0,1,388,9,39,9,2002,886,612,0.000525289,1
672,0,138,113,36,232,0,537,87704396,0,88132,1302,0,1,274,9,40,7,1999,427,10000,0.001350743,2
673,0,173,106,98,19,0,269,13622333,0,91377,361,0,1,385,28,25,9,2001,43,10000,0.000825454,3
674,81,230,119,13000,567,0,1000,180011740,0,177729,2776,0,0,1368,9,40,7,2001,658,10000,0.002476362,2
675,71,252,37,98,199,0,634,5923044,0,113451,1347,0,0,537,9,40,11,1987,328,10000,0.001350743,3
676,0,363,95,89,263,0,16000,1028658,86,118684,17471,0,0,447,9,36,9,2010,517,24000,0.001650908,2
677,0,462,95,43,259,0,11000,54322273,0,139749,11946,0,0,509,9,39,7,2012,326,29000,0.000900495,2
678,0,46,90,7,711,0,87000,52166,51,2792,89263,0,3,22,9,40,9,2008,781,371,0.000900495,2
679,8,162,91,420,173,0,268,140080850,0,121084,1125,0,2,221,9,40,7,2007,268,10000,0.001500825,2
680,0,140,99,13,681,0,45000,72219395,0,105585,50284,0,1,419,9,40,9,1997,4000,10000,0.001125619,2
681,0,80,92,114,434,0,912,20763013,0,30840,2355,0,0,383,9,40,7,1987,535,10000,0.000450248,0
682,0,309,101,25,423,0,17000,18656400,62,86077,19673,0,1,195,9,40,7,2014,2000,45000,0.001800991,3
683,0,488,126,584,398,0,11000,4563029,19,181472,12286,0,5,514,9,35,9,2013,557,58000,0.001425784,2
684,0,108,95,263,179,0,263,3029081,0,26300,993,0,0,231,9,40,9,2001,261,10000,0.001125619,3
685,0,21,102,12000,801,0,19000,167780960,0,36918,21499,0,4,42,9,40,6,1987,875,3000,0.001275702,2
686,0,103,99,42,557,0,975,52691009,0,18727,3567,0,2,45,9,40,6,2011,569,10000,0.000900495,2
687,0,270,86,18,300,0,1000,18112929,0,52642,2665,0,0,271,9,40,9,2012,466,24000,0.000450248,1
688,61,63,123,98,324,0,11000,10297897,68,8309,11969,0,4,39,9,40,7,1998,597,315,0.003451899,2
689,0,290,108,13000,285,0,606,32000000,0,422432,1885,0,2,1040,9,40,9,1960,332,18000,0.000300165,4
690,0,31,102,6,165,0,3000,59847242,0,55895,5433,0,1,115,9,40,7,1991,2000,10000,0.001425784,2
691,69,79,139,2000,808,10,960,136448821,0,98989,3667,0,1,158,9,40,9,1996,848,1000,0.002851568,2
692,77,436,106,98,175,0,13000,75638743,66,180479,13634,0,4,411,9,40,7,2011,240,42000,0.003752064,2
693,0,99,125,34,1000,0,16000,15561627,0,39105,21622,0,0,359,9,40,9,2001,4000,10000,0.001350743,3
694,81,153,126,13000,390,0,920,162831698,0,215255,2899,0,0,610,9,40,7,1992,811,10000,0.002026114,2
695,0,270,123,176,749,0,975,159578352,0,133177,4825,0,7,380,9,40,9,2013,815,24000,0.001275702,2
696,41,164,102,98,769,0,939,25266129,0,54346,3592,0,5,358,9,40,7,2004,854,10000,0.002701486,2
697,59,94,121,212,263,0,394,33328051,0,60508,1531,0,2,285,9,40,9,1996,380,4000,0.002326279,2
698,83,186,96,293,7000,22,87000,100289690,51,115099,108016,0,0,257,9,40,6,2007,11000,2000,0.00412727,2
699,80,84,137,98,161,0,12000,41895491,45,63274,12947,0,1,170,9,40,9,1991,443,12000,0.002776527,3
700,0,25,100,98,359,0,655,2148212,0,781,1906,0,0,20,9,40,6,1999,476,157,0.000825454,2
701,0,43,83,88,348,0,3000,51109400,35,76850,4767,0,5,85,9,40,7,1994,459,1000,0.001500825,2
702,15,185,118,22000,319,0,14000,67263182,3,218771,15658,0,0,651,9,40,9,2002,509,10000,0.002401321,3
703,0,175,136,759,354,0,11000,33685268,73,75573,12194,0,1,662,9,40,9,2003,599,4000,0.00352694,2
704,0,197,119,238,447,0,1000,13763130,0,87768,2925,0,0,187,9,40,9,2010,561,12000,0.001050578,2
705,0,445,88,181,11,3,15000,75590286,32,386217,28011,0,4,553,9,40,9,2009,13000,26000,0.003001651,3
706,0,73,85,84,595,0,1000,144156464,0,74343,4166,0,0,98,9,40,7,1998,1000,694,0.001951073,2
707,0,57,115,168,322,0,697,183088,0,11704,2243,0,0,36,9,40,9,2008,329,702,0.001050578,2
708,0,158,101,129,3,0,66,40566655,0,144021,74,0,0,391,9,39,7,2002,5,10000,0.000900495,3
709,0,134,88,104,318,0,628,83400000,0,160281,2726,0,0,427,9,40,6,1980,575,16000,0.000300165,3
710,0,62,117,160,55,0,718,14348123,0,9323,1148,0,6,157,9,23,6,1999,330,970,0.000450248,2
711,0,112,126,18000,697,0,18000,30226144,27,47626,22745,0,1,118,9,40,7,2007,2000,10000,0.003677022,3
712,0,72,105,631,327,0,678,103738726,0,47819,2096,0,1,164,9,40,6,1990,631,2000,0.000975537,2
713,0,75,84,42,182,0,436,55762229,0,47383,1203,0,1,132,9,40,7,2001,241,1000,0.001050578,1
714,19,216,127,21000,360,4,11000,100125340,73,1023511,22678,0,0,1080,9,40,9,1995,11000,39000,0.005853219,4
715,0,317,140,149,581,0,27000,13651662,94,332276,29692,0,1,514,9,40,7,2011,798,77000,0.001800991,4
716,0,13,115,468,150,0,605,14587732,0,4795,1290,0,3,39,9,40,7,1991,367,452,0.000525289,2
717,0,14,112,9,125,0,860,173783,0,578,1252,0,0,34,9,40,5,2008,130,588,0.000450248,3
718,81,111,105,13000,658,0,40000,56362352,53,357581,42330,0,0,588,9,40,7,1990,967,16000,0.003677022,3
719,0,88,90,56,56,0,126,110536,0,4117,284,0,1,118,9,40,6,2001,76,10000,0.000300165,2
720,0,99,130,545,697,0,15000,114968774,93,153468,28018,0,1,204,9,40,6,1988,11000,10000,0.002701486,3
721,0,52,95,98,650,0,899,7881335,0,21212,3092,0,4,107,9,40,9,1994,849,3000,0.001125619,2
722,0,204,117,221,503,0,11000,103028109,1,172878,16325,0,1,203,9,40,7,2011,3000,19000,0.001876032,2
723,59,167,125,212,394,0,613,41814863,0,28635,1970,0,0,308,9,40,9,2004,422,893,0.002401321,2
724,0,117,133,46,275,0,683,34667015,0,74009,2371,0,0,317,9,39,7,1989,349,10000,0.001125619,2
725,1,360,136,163,66,0,394,38509342,0,61995,712,0,7,356,9,40,7,2012,217,33000,0.001350743,2
726,0,224,128,386,203,0,19000,3254172,0,29282,36337,0,1,105,9,40,9,2013,17000,11000,0.001650908,2
727,38,136,101,4000,539,0,17000,28045540,62,67707,32232,0,0,202,9,40,6,2005,14000,10000,0.003677022,2
728,0,30,87,67,67,0,871,33349949,0,9010,1111,0,0,199,9,40,6,2012,118,10000,0.000300165,2
729,0,65,89,24,45,0,610,2300000,0,7921,995,0,2,97,9,40,10,1933,105,439,0.000375206,3
730,65,163,96,126,584,0,2000,95001351,0,131801,4380,0,1,548,9,40,7,2001,788,10000,0.001425784,2
731,0,35,107,6,522,0,23000,819939,56,14580,26017,0,2,252,9,40,9,2003,813,10000,0.001800991,3
732,0,252,137,179,4000,32,17000,717753,62,33107,33747,0,4,128,9,13,9,2012,10000,27000,0.002626445,2
733,0,522,93,98,355,0,15000,54696902,41,379462,16034,0,3,571,9,40,7,2011,491,56000,0.001800991,3
734,0,365,88,192,847,0,3000,25003072,2,72552,5737,0,0,374,9,40,9,2010,859,13000,0.001650908,2
735,0,226,147,670,16,0,177,2208939,0,190490,253,0,0,482,9,14,9,2006,27,26000,0.000825454,3
736,0,307,95,480,490,0,21000,100448498,81,272789,23018,0,3,285,9,40,9,2010,561,25000,0.003226775,2
737,0,466,127,140,10000,0,19000,24104113,0,149066,46241,0,1,517,9,13,9,2011,14000,24000,0.002101156,3
738,0,94,101,47,2,0,499,876671,0,22010,504,0,2,90,9,40,9,2007,3,10000,0.000525289,2
739,0,130,110,131,399,0,640,102308900,0,152089,2169,0,1,309,9,40,3,1969,566,10000,0.000525289,4
740,0,113,102,98,212,0,1000,1891821,25,16474,1890,0,0,301,9,39,7,2005,307,785,0.001500825,1
741,0,285,100,98,389,0,640,7186670,0,21468,2082,0,0,164,9,40,9,2013,550,12000,0.000750413,2
742,0,123,93,13,141,0,742,15126948,30,20815,1227,0,0,335,9,40,9,1995,152,10000,0.000675371,1
743,0,97,110,22,48,0,434,56129,0,6555,645,0,1,82,9,6,9,2010,95,10000,0.000300165,2
744,71,63,107,98,159,0,29000,18636537,63,69197,29743,0,0,216,9,24,9,1995,165,10000,0.002326279,2
745,0,121,117,18000,543,0,18000,21078145,27,26493,20456,0,0,159,9,40,7,2002,638,10000,0.003677022,3
746,0,135,117,19,461,0,3000,20218921,0,14814,4204,0,4,114,9,30,7,2010,646,10000,0.000825454,2
747,81,148,127,13000,940,3,40000,5887457,53,142416,56585,0,1,420,9,40,9,1994,13000,10000,0.004877683,3
748,0,209,127,1000,653,0,1000,57386369,50,224013,2601,0,1,2319,9,40,7,2001,691,10000,0.002101156,3
749,76,86,103,65,311,0,11000,14448589,6,19364,12566,0,2,128,9,40,7,2002,944,835,0.003677022,2
750,0,82,94,98,235,0,374,36037909,0,10132,1238,0,3,130,9,14,7,2000,258,390,0.000675371,1
751,0,20,119,23,748,0,25000,21413105,0,15230,45841,1,1,97,9,3,7,1990,19000,10000,0.001650908,2
752,0,131,94,383,886,0,13000,22751979,66,52244,15857,0,0,377,9,40,6,2000,1000,10000,0.003076692,2
753,0,73,141,11,8,0,56,6173485,0,10672,105,0,0,84,9,14,9,2001,36,802,0.000300165,3
754,0,490,143,1000,77,0,29000,144812796,63,362912,29770,0,4,753,9,3,7,2013,509,115000,0.001876032,3
755,0,222,150,98,855,0,23000,12712093,21,70771,27829,0,0,671,9,40,7,2005,909,10000,0.002251238,2
756,0,391,123,108,3000,0,40000,62563543,53,115216,63769,0,7,289,9,40,9,2015,19000,44000,0.002851568,2
757,0,130,102,6,353,0,22000,14334645,80,22449,23352,0,1,191,9,40,7,2004,829,387,0.003301816,1
758,0,119,130,99,812,0,11000,183875760,37,213668,13357,0,1,270,9,40,7,1993,1000,10000,0.002626445,3
759,0,196,119,610,716,0,834,53789313,0,89816,3637,0,0,347,9,40,7,2003,780,10000,0.001650908,2
760,0,131,137,70,464,0,4000,39143839,0,38658,5746,0,0,284,9,40,7,2006,884,930,0.000975537,1
761,0,2,118,76,249,0,902,800000,0,892,2079,0,0,21,9,40,6,1981,488,106,0.000900495,2
762,0,368,130,337,820,0,11000,21589307,68,135286,13960,0,1,261,9,40,7,2012,1000,27000,0.002326279,3
763,0,258,113,108,22,0,1000,31146570,95,55441,1136,0,3,165,9,40,9,2010,100,10000,0.001876032,2
764,0,10,92,22,0,0,2,2119994,0,1153,2,0,0,15,9,40,1,1993,0,238,0.000300165,2
765,0,125,118,57,805,0,975,18761993,0,19007,2944,0,1,219,9,40,9,2005,931,549,0.001425784,2
766,0,37,127,16,399,0,565,35422828,0,19126,1735,0,1,155,9,40,6,1997,441,10000,0.000375206,2
767,0,137,102,218,376,0,900,16842303,0,59474,2475,0,3,418,9,40,9,1999,563,10000,0.001650908,3
768,10,97,94,32,453,0,1000,24268828,0,29971,3436,0,4,71,9,40,6,2010,626,10000,0.001800991,2
769,0,165,110,119,332,0,1000,39263506,0,40469,2382,0,1,135,9,40,7,2008,931,10000,0.001350743,2
770,0,75,90,15,453,0,953,5844929,0,6000,2510,0,1,109,9,40,7,2002,625,595,0.000675371,2
771,0,112,91,13,140,0,803,38916903,0,15664,1921,0,0,149,9,40,6,2014,587,10000,0.000300165,2
772,0,148,96,11,150,0,805,16027866,0,26767,1411,0,0,121,9,13,7,2015,173,10000,0.000525289,2
773,0,549,115,729,552,0,8000,82624961,0,205284,9578,0,0,439,9,40,9,2011,727,22000,0.001050578,3
774,0,158,108,50,494,0,14000,16930884,3,65628,16722,0,1,262,9,40,9,2007,975,10000,0.002176197,2
775,0,288,107,27,360,0,664,7918283,0,41574,2440,0,1,145,9,40,9,2012,591,10000,0.000675371,2
776,0,93,76,2,72,0,1000,19447478,50,15788,1908,0,0,80,9,39,1,2005,766,538,0.002101156,2
777,0,119,111,529,505,27,18000,11405825,61,28542,19805,0,3,208,9,40,9,2001,826,10000,0.003827105,2
778,0,146,102,65,490,0,1000,32853640,0,50199,3239,0,1,101,9,40,7,2008,613,702,0.000975537,2
779,0,98,105,346,141,0,280,1647780,0,65951,821,0,1,258,6,11,9,1998,278,5000,0.00060033,4
780,0,130,113,34,24,0,10000,14268533,34,17319,10910,0,2,100,9,39,9,2016,877,10000,0.001725949,2
781,0,576,100,405,628,0,996,44667095,0,190030,4606,0,0,583,9,13,7,2011,897,30000,0.000300165,3
782,61,548,165,98,127,0,230,25359200,0,266020,673,0,0,836,9,40,9,2014,193,92000,0.001800991,3
783,0,110,105,12000,643,0,12000,76400000,0,58743,14762,0,1,192,9,40,6,1984,664,10000,0.001800991,2
784,54,192,129,719,423,0,660,54700065,0,221521,2031,0,0,1049,9,40,9,1997,475,10000,0.001125619,3
785,41,247,101,98,92,0,218,31452765,0,149835,638,0,7,243,9,40,9,2008,216,10000,0.001275702,2
786,65,174,96,126,954,0,18000,88915214,36,163665,22436,0,2,169,9,40,9,2009,957,9000,0.002851568,2
787,0,51,107,48,940,0,1000,12372410,0,11709,4971,0,1,101,9,40,7,2000,957,650,0.002176197,2
788,0,141,130,317,256,18,18000,19593740,61,88270,32637,0,0,420,9,40,9,2003,14000,10000,0.003827105,3
789,0,90,100,38,460,0,833,48637684,0,16979,2800,0,4,42,9,40,9,2014,807,10000,0.001050578,2
790,0,36,114,61,407,0,20000,18653615,75,14786,22040,0,2,103,9,40,7,1999,797,638,0.002101156,2
791,29,151,104,98,1000,4,26000,30093107,44,600996,39175,0,6,726,9,39,9,2000,11000,27000,0.004202311,4
792,0,52,87,9,503,0,818,37566230,0,3407,2164,0,1,48,9,40,6,2003,636,309,0.00060033,2
793,0,195,101,40,398,0,2000,28687835,0,40964,3612,0,1,245,9,40,9,2008,648,10000,0.001050578,2
794,0,546,144,98,15,0,378,16377274,0,105144,427,0,31,405,9,40,9,2012,18,27000,0.001050578,3
795,0,113,98,969,433,0,969,389804,0,11816,2530,0,0,35,9,40,5,2010,529,10000,0.000900495,2
796,0,143,88,7,484,0,2000,120618403,0,171792,4478,0,0,222,9,40,1,1998,500,12000,0.00060033,3
797,33,228,108,174,324,0,730,32048809,0,94456,2178,0,0,576,9,3,9,2005,716,10000,0.000825454,2
798,0,65,82,217,442,0,10000,30084,0,5507,11642,0,3,23,9,40,9,2014,969,812,0.00120066,2
799,0,185,122,687,957,0,16000,52397389,86,132954,19764,0,0,514,9,40,9,2004,1000,10000,0.002101156,2
800,0,122,99,71,1000,0,18000,33000377,36,27378,23344,0,0,365,9,40,9,2000,1000,10000,0.002101156,1
801,85,31,114,98,582,0,982,65623128,0,7354,2753,0,5,50,9,40,7,2012,618,10000,0.001350743,1
802,64,75,114,98,452,0,524,65000000,0,43027,2668,0,0,214,9,40,7,1995,517,10000,0.001951073,2
803,40,343,105,98,502,0,2000,201148159,0,103749,4671,0,1,323,9,40,6,2015,520,56000,0.001125619,2
804,54,231,145,719,104,0,2000,4398392,0,59507,2590,0,1,232,8,26,9,2006,380,10000,0.00120066,3
805,0,226,139,777,58,0,131,6857096,0,80429,343,0,0,156,11,6,9,2010,66,37000,0.00060033,4
806,45,134,129,395,313,0,18000,537580,36,52972,19620,0,1,124,9,40,9,2011,1000,21000,0.003076692,2
807,78,77,155,14000,11000,22,12000,44175394,9,56509,37570,0,2,227,9,40,9,1997,11000,10000,0.007354045,3
808,0,230,120,115,310,0,10000,1984743,48,20616,11019,0,3,70,9,40,9,2013,316,10000,0.001650908,2
809,0,122,82,23,6,0,11,49968653,0,85423,37,0,0,374,9,40,7,2001,9,12000,0.000750413,2
810,0,471,117,212,896,0,11000,27296514,68,326494,17738,0,0,340,9,40,9,2013,3000,65000,0.002851568,3
811,0,45,83,119,633,0,885,7001720,0,8560,2907,0,2,205,9,40,7,2008,816,797,0.000975537,1
812,3,124,112,98,177,0,805,7837632,0,46396,1466,0,0,287,9,40,9,1997,223,10000,0.001725949,3
813,0,223,120,365,723,0,887,76600000,0,105446,3876,0,0,321,9,40,6,1982,770,11000,0.000825454,3
814,63,60,103,357,40,0,2000,51317350,26,78343,2710,0,0,139,9,40,7,1996,663,10000,0.002776527,2
815,0,411,110,301,412,0,1000,48056940,0,155153,2239,0,0,524,9,40,9,2012,419,58000,0.000750413,2
816,0,256,111,456,394,0,20000,34964818,39,39956,21393,0,4,186,9,40,6,2015,548,24000,0.002251238,2
817,0,287,96,83,1000,0,12000,51774002,76,87745,16121,0,1,331,9,40,7,2011,1000,18000,0.00292661,1
818,40,343,105,98,502,0,2000,201148159,0,103737,4671,0,1,322,9,40,6,2015,520,56000,0.001125619,2
819,0,348,101,473,429,0,833,190871240,0,167089,2690,0,0,491,9,40,7,2014,809,62000,0.000975537,2
820,10,81,94,32,626,0,854,60573641,0,68406,4530,0,1,162,9,40,6,1996,628,10000,0.001350743,2
821,0,43,96,98,111,0,385,9449219,0,13949,995,0,2,98,9,40,9,1996,356,453,0.000450248,2
822,64,107,94,98,197,0,712,15155772,0,8895,1673,0,2,48,9,40,7,2014,341,3000,0.001951073,2
823,18,118,116,453,2000,0,24000,3335839,40,54657,50313,0,2,222,9,40,9,2005,23000,10000,0.004202311,2
824,0,126,127,79,50,0,12000,5128124,9,44198,12574,0,1,251,9,28,7,2005,506,11000,0.002776527,3
825,0,91,104,10,93,0,715,1056102,0,18792,1315,0,0,153,9,40,9,2003,436,1000,0.00060033,2
826,0,123,118,108,103,0,173,11533945,0,77551,563,0,0,434,9,40,9,1999,148,10000,0.000675371,3
827,0,149,127,278,912,0,2000,182805123,57,158864,5838,0,1,395,9,40,7,2000,955,10000,0.002476362,2
828,0,135,108,99,172,0,672,40048332,0,61417,1460,0,1,339,9,40,9,2002,174,941,0.000750413,2
829,0,99,145,317,70,0,876,13038660,0,16995,1282,0,1,163,9,40,9,1999,219,10000,0.001050578,3
830,0,213,97,41,619,0,11000,23527955,19,74691,12841,0,1,165,9,40,7,2010,673,10000,0.001500825,2
831,0,345,99,98,691,32,13000,5702083,0,80617,23755,0,3,190,9,39,9,2011,10000,36000,0.002401321,2
832,0,157,115,98,35,0,85,5383834,0,173551,318,0,0,361,28,25,9,2000,79,11000,0.000825454,4
833,0,148,86,33,583,0,15000,27854896,0,64190,17396,0,1,129,9,40,7,2011,976,16000,0.000825454,2
834,0,306,98,275,1000,0,7000,368049635,90,286877,11905,3,0,284,9,40,6,2013,2000,56000,0.00120066,3
835,0,65,110,9,826,0,997,8888355,0,7894,3177,0,19,25,9,40,7,2013,941,10000,0.000525289,1
836,8,127,90,420,141,0,191,226138454,0,160440,664,0,2,394,9,40,7,2001,165,10000,0.001425784,2
837,0,414,97,181,748,0,11000,14938570,12,111625,14025,1,1,369,9,40,9,2012,820,20000,0.002476362,2
838,0,162,101,194,602,0,1000,6712241,0,782437,3858,0,2,1420,9,40,9,1998,816,35000,0.000750413,4
839,55,253,97,545,529,0,14000,60128566,71,131447,16098,0,1,410,9,14,9,2010,1000,19000,0.002401321,2
840,0,261,129,102,624,0,768,255950375,0,223127,3389,0,0,420,9,40,7,2009,734,38000,0.000750413,3
841,0,147,82,87,444,0,1000,6842058,0,36029,3818,0,0,99,9,40,9,2012,581,14000,0.000450248,2
842,78,174,185,14000,212,0,14000,96067179,64,865020,15233,0,0,1273,9,40,9,1993,795,41000,0.005177848,4
843,0,167,102,52,526,0,8000,49392095,99,52029,10552,0,1,224,9,40,7,2009,735,10000,0.002551403,2
844,0,133,103,6,935,0,7000,532988,90,5863,9660,0,0,25,9,40,7,2015,1000,10000,0.001800991,2
845,0,24,111,19,107,0,241,6462576,0,1449,824,0,0,30,9,40,7,2016,118,10000,0.000300165,2
846,0,40,212,759,812,0,2000,25052000,26,35314,5708,0,0,145,9,40,7,1994,925,10000,0.002476362,2
847,24,91,135,98,913,0,13000,45856732,66,46221,16762,0,1,141,9,40,7,1997,936,10000,0.003151733,3
848,0,41,94,98,379,0,795,511920,0,2458,2449,0,1,26,9,40,6,2008,754,211,0.000900495,1
849,0,205,85,52,489,0,1000,12610731,0,38985,3050,0,1,673,9,40,9,2001,935,10000,0.00060033,1
850,0,308,101,42,219,0,991,39103378,0,93272,2609,0,0,251,9,40,9,2010,894,10000,0.001350743,2
851,0,94,130,63,2,0,24,9473382,0,26832,29,0,3,247,11,6,9,1998,3,10000,0.000300165,3
852,0,169,80,10,34,0,11000,77413017,73,45984,11218,0,0,331,11,13,1,2005,108,10000,0.002851568,3
853,88,42,124,11000,563,0,11000,10763469,101,13692,12685,0,0,55,9,40,6,1989,860,877,0.004802641,2
854,0,226,93,31,213,0,4000,238371987,0,138661,4628,0,2,173,9,40,6,2010,225,10000,0.00120066,2
855,0,173,101,13,368,0,494,55865715,0,41763,2013,0,0,403,9,39,7,2005,392,10000,0.000750413,2
856,0,235,99,160,72,0,330,38105077,0,58349,701,0,0,194,9,40,9,2009,119,10000,0.000675371,2
857,0,356,96,98,509,0,10000,17114882,96,189249,17211,0,1,398,9,40,9,2007,6000,10000,0.003001651,3
858,0,277,119,33,518,0,3000,51178893,0,24285,6089,0,4,110,9,40,6,2014,2000,10000,0.001575867,2
859,63,102,106,357,883,0,23000,35007180,77,26846,26652,0,0,193,9,40,7,2000,1000,10000,0.002776527,2
860,0,72,92,26,417,0,1000,5018450,0,8546,2687,0,0,86,9,40,9,2000,905,859,0.000900495,2
861,45,201,128,395,161,0,283,15797907,0,68119,904,0,0,230,7,40,7,2007,206,10000,0.00120066,3
862,0,669,108,98,1000,0,20000,106952327,75,551363,38072,0,1,1140,9,40,9,2010,15000,106000,0.002851568,3
863,0,182,83,157,581,0,2000,4244155,57,56005,3374,0,5,112,9,40,9,2011,616,10000,0.001876032,2
864,0,256,111,456,394,0,20000,34964818,39,39956,21393,0,4,186,9,40,6,2015,548,24000,0.002251238,2
865,0,133,95,98,643,6,934,89808372,0,46417,3500,0,2,297,9,40,7,2003,655,660,0.001350743,1
866,0,77,98,3,327,0,349,1943649,0,8697,2095,0,3,122,9,40,7,1999,347,374,0.000450248,2
867,0,224,91,75,13,0,35,41709,0,54601,116,0,0,200,24,29,5,2009,16,23000,0.000450248,2
868,0,136,115,58,400,0,33000,31874869,85,43575,34605,0,0,302,9,40,9,2002,455,10000,0.001500825,2
869,0,82,93,78,197,0,536,200803,0,7988,1467,0,3,71,9,40,9,2012,317,10000,0.000300165,2
870,0,304,87,275,975,0,7000,251501645,90,385943,11608,0,0,296,9,40,6,2010,2000,31000,0.00120066,3
871,5,62,121,272,227,0,49000,123922370,82,98348,50141,0,1,131,9,40,9,1987,263,10000,0.003301816,3
872,0,152,124,213,372,0,838,52752475,0,63067,2583,0,0,533,9,40,9,2002,593,10000,0.000825454,2
873,0,176,100,21,552,0,14000,13746550,13,29322,15922,0,5,104,9,40,9,2012,618,10000,0.001575867,2
874,0,236,110,168,96,13,3000,39825798,0,295375,4210,0,3,645,9,40,7,2006,979,15000,0.001725949,3
875,0,288,81,119,412,0,468,59992760,0,119622,2134,0,1,396,9,40,9,2009,442,10000,0.000750413,2
876,0,375,109,97,839,0,17000,138447667,17,408302,19968,0,2,345,9,40,9,2012,971,39000,0.001876032,3
877,78,385,130,14000,366,0,813,260000000,0,412454,2047,0,0,962,9,40,6,1975,559,21000,0.003451899,3
878,0,65,112,759,933,0,11000,4554569,102,8134,17873,0,4,123,9,40,9,1999,1000,209,0.002551403,2
879,0,40,99,379,251,0,456,5333658,0,2541,1356,0,2,54,9,40,6,1982,278,10000,0.000375206,1
880,19,210,145,21000,243,0,534,55473600,0,207686,1543,0,0,776,9,40,9,1992,273,10000,0.002026114,2
881,0,89,77,25,16,0,304,45542421,0,13319,575,0,0,53,9,40,1,2000,253,347,0.000375206,2
882,0,100,100,422,422,0,816,18488314,0,76151,2893,0,0,333,9,40,9,2001,577,10000,0.001050578,3
883,22,341,106,1000,98,0,816,9190525,0,102125,1120,0,1,324,9,40,9,2009,105,10000,0.00120066,2
884,0,14,108,208,689,0,876,24103594,0,6384,4840,0,0,54,9,40,6,1993,827,391,0.001425784,2
885,0,289,118,43,651,0,740,150368971,0,316671,3425,0,4,301,9,40,9,2013,707,35000,0.00060033,2
886,0,89,132,545,807,0,919,29781453,0,22447,4796,0,1,210,9,40,7,2001,811,10000,0.000975537,2
887,0,204,107,98,255,0,2000,38400000,70,600266,3582,0,1,692,9,39,9,1984,663,13000,0.001800991,4
888,0,195,122,22,32,0,186,3950029,0,12411,416,0,0,89,11,13,7,2010,135,10000,0.000300165,3
889,16,268,132,16000,567,22,16000,100422786,23,482064,28830,0,1,1106,9,40,7,2004,11000,14000,0.007128921,4
890,67,449,138,98,874,5,18000,93749203,27,264047,20952,0,0,491,9,40,9,2012,984,64000,0.00412727,3
891,6,451,106,188,718,0,10000,179020854,100,268154,12572,0,1,341,9,40,7,2012,816,40000,0.002101156,2
892,0,129,135,149,250,0,639,64371181,0,36636,1845,0,0,289,9,40,6,2004,617,10000,0.001050578,3
893,0,232,99,101,327,0,1000,15071514,0,65037,2323,0,2,273,9,40,7,2007,422,10000,0.000825454,2
894,72,104,94,189,597,0,3000,138614544,0,75152,7014,0,15,288,9,40,6,2003,2000,10000,0.001725949,2
895,0,67,91,85,105,0,635,10076136,0,11512,1352,0,0,141,9,2,9,1998,316,471,0.000525289,1
896,0,67,84,64,748,0,2000,11860839,0,5156,4617,0,0,21,9,40,6,2011,892,10000,0.000525289,2
897,0,192,178,101,471,0,918,5501940,0,248354,2334,0,0,564,12,14,9,2004,653,14000,0.000975537,4
898,0,27,81,8,341,0,844,26906039,0,29621,2653,0,2,76,9,40,7,1996,456,588,0.000375206,2
899,0,158,126,26,385,0,638,13005485,0,56665,2282,0,0,469,9,40,9,2003,624,10000,0.000975537,3
900,71,125,121,98,244,0,989,16311763,33,50656,2365,0,1,416,9,39,9,1998,888,10000,0.002176197,3
901,0,100,112,98,425,0,11000,115000000,37,63839,14954,0,1,238,9,40,6,1973,2000,10000,0.003601981,3
902,69,185,111,2000,244,0,17000,48430355,17,43709,18510,0,2,141,9,40,7,2011,1000,10000,0.003076692,2
903,0,156,94,52,261,0,567,59573085,0,13562,2259,0,10,103,9,40,7,2016,312,19000,0.00120066,2
904,0,265,109,175,459,0,18000,75573300,27,156898,20148,0,1,172,9,40,9,2013,497,22000,0.002251238,2
905,0,84,113,137,481,0,879,127175354,0,288451,2985,0,2,438,9,40,7,1994,854,10000,0.001125619,3
906,0,81,86,92,466,12,744,38230435,0,29661,3001,0,3,179,9,40,7,2002,489,10000,0.001500825,2
907,0,117,131,53,548,0,14000,3752725,3,29715,16252,0,3,161,9,40,9,2004,871,10000,0.001425784,3
908,72,69,88,189,799,0,934,47811275,0,29008,3707,0,1,99,9,40,6,2002,927,896,0.002176197,2
909,0,210,102,192,31,0,346,13214030,0,60516,500,0,3,147,9,40,7,2008,41,10000,0.000900495,2
910,83,73,86,293,255,0,509,181395380,0,220392,2070,0,1,243,9,40,7,1997,418,10000,0.001425784,2
911,0,83,121,319,11,0,1000,40158000,38,63931,1051,0,1,241,9,28,9,1993,18,10000,0.001275702,3
