id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,facenumber_in_poster,num_user_for_reviews,title_year,actor_2_facebook_likes,movie_facebook_likes,average_degree_centrality,imdb_score_binned
802,75,114,98,452,524,65000000,43027,0,214,1995,517,10000,0.001951073,2
803,343,105,98,502,2000,201148159,103749,1,323,2015,520,56000,0.001125619,2
804,231,145,719,104,2000,4398392,59507,1,232,2006,380,10000,0.00120066,3
805,226,139,777,58,131,6857096,80429,0,156,2010,66,37000,0.00060033,4
806,134,129,395,313,18000,537580,52972,1,124,2011,1000,21000,0.003076692,2
807,77,155,14000,11000,12000,44175394,56509,2,227,1997,11000,10000,0.007354045,3
808,230,120,115,310,10000,1984743,20616,3,70,2013,316,10000,0.001650908,2
809,122,82,23,6,11,49968653,85423,0,374,2001,9,12000,0.000750413,2
810,471,117,212,896,11000,27296514,326494,0,340,2013,3000,65000,0.002851568,3
811,45,83,119,633,885,7001720,8560,2,205,2008,816,797,0.000975537,1
812,124,112,98,177,805,7837632,46396,0,287,1997,223,10000,0.001725949,3
813,223,120,365,723,887,76600000,105446,0,321,1982,770,11000,0.000825454,3
814,60,103,357,40,2000,51317350,78343,0,139,1996,663,10000,0.002776527,2
815,411,110,301,412,1000,48056940,155153,0,524,2012,419,58000,0.000750413,2
816,256,111,456,394,20000,34964818,39956,4,186,2015,548,24000,0.002251238,2
817,287,96,83,1000,12000,51774002,87745,1,331,2011,1000,18000,0.00292661,1
818,343,105,98,502,2000,201148159,103737,1,322,2015,520,56000,0.001125619,2
819,348,101,473,429,833,190871240,167089,0,491,2014,809,62000,0.000975537,2
820,81,94,32,626,854,60573641,68406,1,162,1996,628,10000,0.001350743,2
821,43,96,98,111,385,9449219,13949,2,98,1996,356,453,0.000450248,2
822,107,94,98,197,712,15155772,8895,2,48,2014,341,3000,0.001951073,2
823,118,116,453,2000,24000,3335839,54657,2,222,2005,23000,10000,0.004202311,2
824,126,127,79,50,12000,5128124,44198,1,251,2005,506,11000,0.002776527,3
825,91,104,10,93,715,1056102,18792,0,153,2003,436,1000,0.00060033,2
826,123,118,108,103,173,11533945,77551,0,434,1999,148,10000,0.000675371,3
827,149,127,278,912,2000,182805123,158864,1,395,2000,955,10000,0.002476362,2
828,135,108,99,172,672,40048332,61417,1,339,2002,174,941,0.000750413,2
829,99,145,317,70,876,13038660,16995,1,163,1999,219,10000,0.001050578,3
830,213,97,41,619,11000,23527955,74691,1,165,2010,673,10000,0.001500825,2
831,345,99,98,691,13000,5702083,80617,3,190,2011,10000,36000,0.002401321,2
832,157,115,98,35,85,5383834,173551,0,361,2000,79,11000,0.000825454,4
833,148,86,33,583,15000,27854896,64190,1,129,2011,976,16000,0.000825454,2
834,306,98,275,1000,7000,368049635,286877,0,284,2013,2000,56000,0.00120066,3
835,65,110,9,826,997,8888355,7894,19,25,2013,941,10000,0.000525289,1
836,127,90,420,141,191,226138454,160440,2,394,2001,165,10000,0.001425784,2
837,414,97,181,748,11000,14938570,111625,1,369,2012,820,20000,0.002476362,2
838,162,101,194,602,1000,6712241,782437,2,1420,1998,816,35000,0.000750413,4
839,253,97,545,529,14000,60128566,131447,1,410,2010,1000,19000,0.002401321,2
840,261,129,102,624,768,255950375,223127,0,420,2009,734,38000,0.000750413,3
841,147,82,87,444,1000,6842058,36029,0,99,2012,581,14000,0.000450248,2
842,174,185,14000,212,14000,96067179,865020,0,1273,1993,795,41000,0.005177848,4
843,167,102,52,526,8000,49392095,52029,1,224,2009,735,10000,0.002551403,2
844,133,103,6,935,7000,532988,5863,0,25,2015,1000,10000,0.001800991,2
845,24,111,19,107,241,6462576,1449,0,30,2016,118,10000,0.000300165,2
846,40,212,759,812,2000,25052000,35314,0,145,1994,925,10000,0.002476362,2
847,91,135,98,913,13000,45856732,46221,1,141,1997,936,10000,0.003151733,3
848,41,94,98,379,795,511920,2458,1,26,2008,754,211,0.000900495,1
849,205,85,52,489,1000,12610731,38985,1,673,2001,935,10000,0.00060033,1
850,308,101,42,219,991,39103378,93272,0,251,2010,894,10000,0.001350743,2
851,94,130,63,2,24,9473382,26832,3,247,1998,3,10000,0.000300165,3
852,169,80,10,34,11000,77413017,45984,0,331,2005,108,10000,0.002851568,3
853,42,124,11000,563,11000,10763469,13692,0,55,1989,860,877,0.004802641,2
854,226,93,31,213,4000,238371987,138661,2,173,2010,225,10000,0.00120066,2
855,173,101,13,368,494,55865715,41763,0,403,2005,392,10000,0.000750413,2
856,235,99,160,72,330,38105077,58349,0,194,2009,119,10000,0.000675371,2
857,356,96,98,509,10000,17114882,189249,1,398,2007,6000,10000,0.003001651,3
858,277,119,33,518,3000,51178893,24285,4,110,2014,2000,10000,0.001575867,2
859,102,106,357,883,23000,35007180,26846,0,193,2000,1000,10000,0.002776527,2
860,72,92,26,417,1000,5018450,8546,0,86,2000,905,859,0.000900495,2
861,201,128,395,161,283,15797907,68119,0,230,2007,206,10000,0.00120066,3
862,669,108,98,1000,20000,106952327,551363,1,1140,2010,15000,106000,0.002851568,3
863,182,83,157,581,2000,4244155,56005,5,112,2011,616,10000,0.001876032,2
864,256,111,456,394,20000,34964818,39956,4,186,2015,548,24000,0.002251238,2
865,133,95,98,643,934,89808372,46417,2,297,2003,655,660,0.001350743,1
866,77,98,3,327,349,1943649,8697,3,122,1999,347,374,0.000450248,2
867,224,91,75,13,35,41709,54601,0,200,2009,16,23000,0.000450248,2
868,136,115,58,400,33000,31874869,43575,0,302,2002,455,10000,0.001500825,2
869,82,93,78,197,536,200803,7988,3,71,2012,317,10000,0.000300165,2
870,304,87,275,975,7000,251501645,385943,0,296,2010,2000,31000,0.00120066,3
871,62,121,272,227,49000,123922370,98348,1,131,1987,263,10000,0.003301816,3
872,152,124,213,372,838,52752475,63067,0,533,2002,593,10000,0.000825454,2
873,176,100,21,552,14000,13746550,29322,5,104,2012,618,10000,0.001575867,2
874,236,110,168,96,3000,39825798,295375,3,645,2006,979,15000,0.001725949,3
875,288,81,119,412,468,59992760,119622,1,396,2009,442,10000,0.000750413,2
876,375,109,97,839,17000,138447667,408302,2,345,2012,971,39000,0.001876032,3
877,385,130,14000,366,813,260000000,412454,0,962,1975,559,21000,0.003451899,3
878,65,112,759,933,11000,4554569,8134,4,123,1999,1000,209,0.002551403,2
879,40,99,379,251,456,5333658,2541,2,54,1982,278,10000,0.000375206,1
880,210,145,21000,243,534,55473600,207686,0,776,1992,273,10000,0.002026114,2
881,89,77,25,16,304,45542421,13319,0,53,2000,253,347,0.000375206,2
882,100,100,422,422,816,18488314,76151,0,333,2001,577,10000,0.001050578,3
883,341,106,1000,98,816,9190525,102125,1,324,2009,105,10000,0.00120066,2
884,14,108,208,689,876,24103594,6384,0,54,1993,827,391,0.001425784,2
885,289,118,43,651,740,150368971,316671,4,301,2013,707,35000,0.00060033,2
886,89,132,545,807,919,29781453,22447,1,210,2001,811,10000,0.000975537,2
887,204,107,98,255,2000,38400000,600266,1,692,1984,663,13000,0.001800991,4
888,195,122,22,32,186,3950029,12411,0,89,2010,135,10000,0.000300165,3
889,268,132,16000,567,16000,100422786,482064,1,1106,2004,11000,14000,0.007128921,4
890,449,138,98,874,18000,93749203,264047,0,491,2012,984,64000,0.00412727,3
891,451,106,188,718,10000,179020854,268154,1,341,2012,816,40000,0.002101156,2
892,129,135,149,250,639,64371181,36636,0,289,2004,617,10000,0.001050578,3
893,232,99,101,327,1000,15071514,65037,2,273,2007,422,10000,0.000825454,2
894,104,94,189,597,3000,138614544,75152,15,288,2003,2000,10000,0.001725949,2
895,67,91,85,105,635,10076136,11512,0,141,1998,316,471,0.000525289,1
896,67,84,64,748,2000,11860839,5156,0,21,2011,892,10000,0.000525289,2
897,192,178,101,471,918,5501940,248354,0,564,2004,653,14000,0.000975537,4
898,27,81,8,341,844,26906039,29621,2,76,1996,456,588,0.000375206,2
899,158,126,26,385,638,13005485,56665,0,469,2003,624,10000,0.000975537,3
900,125,121,98,244,989,16311763,50656,1,416,1998,888,10000,0.002176197,3
901,100,112,98,425,11000,115000000,63839,1,238,1973,2000,10000,0.003601981,3
902,185,111,2000,244,17000,48430355,43709,2,141,2011,1000,10000,0.003076692,2
903,156,94,52,261,567,59573085,13562,10,103,2016,312,19000,0.00120066,2
904,265,109,175,459,18000,75573300,156898,1,172,2013,497,22000,0.002251238,2
905,84,113,137,481,879,127175354,288451,2,438,1994,854,10000,0.001125619,3
906,81,86,92,466,744,38230435,29661,3,179,2002,489,10000,0.001500825,2
907,117,131,53,548,14000,3752725,29715,3,161,2004,871,10000,0.001425784,3
908,69,88,189,799,934,47811275,29008,1,99,2002,927,896,0.002176197,2
909,210,102,192,31,346,13214030,60516,3,147,2008,41,10000,0.000900495,2
910,73,86,293,255,509,181395380,220392,1,243,1997,418,10000,0.001425784,2
911,83,121,319,11,1000,40158000,63931,1,241,1993,18,10000,0.001275702,3
912,80,97,119,7,136,2856622,11550,0,197,1997,108,489,0.000675371,3
913,122,88,50,441,691,75817994,32049,0,179,2003,569,988,0.000975537,1
914,95,134,3000,77,205,20733485,11622,1,157,1997,130,1000,0.001425784,3
915,26,75,15,36,1000,32230907,6062,0,30,2013,309,10000,0.000300165,2
916,274,100,35,306,10000,28637507,212167,1,713,2007,1000,10000,0.001575867,2
917,31,130,98,723,2000,13052741,8531,0,57,1996,912,591,0.002551403,2
918,330,126,98,745,2000,25592632,220475,0,1066,2007,850,20000,0.001275702,3
919,45,88,269,384,1000,20218,5431,2,50,2001,489,204,0.001125619,2
920,539,122,737,14000,34000,132088910,533607,0,692,2012,22000,117000,0.004202311,3
921,38,116,98,50,109,325491,4387,0,67,2002,67,204,0.000300165,2
922,191,90,97,56,622,124870275,152601,1,156,2009,526,10000,0.000975537,2
923,233,112,21000,237,17000,95308367,206104,0,850,2002,324,10000,0.002701486,2
924,62,86,5,532,584,23978402,10966,1,100,2001,580,365,0.000750413,1
925,258,117,258,896,2000,43290977,75201,1,256,2010,1000,10000,0.002101156,2
926,84,95,8,15,244,2025238,9589,3,105,2001,230,289,0.000300165,2
927,106,131,46,293,594,67900000,74374,0,225,1983,303,10000,0.000900495,2
928,162,98,24,67,381,14400000,28589,0,532,1982,128,10000,0.000300165,1
929,114,89,31,71,285,32368960,39768,0,292,1998,81,10000,0.000750413,2
930,276,115,13000,588,40000,206456431,320284,3,1361,2005,16000,10000,0.003902146,2
931,90,118,41,577,722,4280577,50919,0,114,2005,580,10000,0.00060033,2
932,43,90,8,495,1000,92900,3662,1,23,2009,893,546,0.000975537,1
933,61,84,8,219,545,4777007,15130,3,98,2001,248,565,0.00060033,2
934,119,102,167,655,2000,90835030,28621,0,58,2016,874,10000,0.00120066,2
935,16,90,11,316,767,399611,1245,2,29,2010,529,10000,0.00060033,2
936,86,84,33,1000,1000,21176322,23747,0,207,2004,1000,10000,0.001275702,1
937,283,129,335,64,15000,31836745,81298,1,341,2011,467,39000,0.002176197,2
938,443,130,663,604,2000,93417865,128306,2,497,2015,638,37000,0.002476362,2
939,107,88,190,163,137000,15988876,26236,6,110,2009,459,10000,0.000675371,2
940,113,104,35,844,24000,10996440,19707,0,128,2006,912,862,0.002701486,2
941,270,108,251,296,826,20981633,78256,0,492,2008,716,10000,0.000750413,2
942,208,175,98,3000,14000,134821952,1155770,1,2238,1972,10000,43000,0.002701486,4
943,178,116,84,563,11000,77086030,65297,0,602,2000,919,10000,0.002776527,2
944,201,93,40,311,14000,101702060,85323,0,212,2008,3000,10000,0.002251238,2
945,310,99,473,502,14000,83640426,152826,0,253,2012,897,19000,0.002851568,2
946,63,102,133,690,2000,33423521,53115,1,282,1994,1000,10000,0.00060033,1
947,262,92,87,424,15000,58401464,276746,1,264,2010,1000,19000,0.001575867,3
948,251,95,98,98,11000,17791031,109855,0,888,2002,876,10000,0.002326279,3
949,330,112,97,584,17000,191616238,258186,2,322,2014,920,24000,0.001876032,3
950,25,94,11,232,1000,22189039,17074,0,55,1993,605,466,0.000900495,2
951,228,103,212,248,15000,40687294,107772,1,398,2008,552,10000,0.001800991,2
952,289,122,2000,571,26000,24985612,71782,0,161,2015,911,27000,0.002551403,2
953,14,95,98,164,533,18435,1010,5,15,2006,323,104,0.000300165,2
954,206,108,750,971,49000,197992827,132501,0,548,2006,20000,10000,0.003601981,2
955,432,133,663,690,10000,209364921,365104,3,512,2011,10000,35000,0.003376857,3
956,334,108,480,706,14000,277313371,583341,3,626,2009,839,24000,0.002476362,3
957,98,129,88,975,22000,48814909,89424,0,224,2000,9000,10000,0.004877683,3
958,198,97,176,10000,12000,45089048,86251,3,260,2014,11000,58000,0.004202311,2
959,249,117,98,12000,22000,17439163,537419,1,1028,1998,12000,35000,0.003601981,4
960,180,85,255,443,1000,145771527,117212,0,367,2002,533,10000,0.000975537,3
961,49,92,5,924,22000,26000610,16611,0,197,2000,1000,413,0.003752064,1
962,169,115,56,19000,20000,26814957,84357,3,252,2008,19000,10000,0.002851568,2
963,149,132,14,3,52,119922,8429,0,62,2009,32,10000,0.000375206,3
964,77,122,98,191,276,39025000,73193,0,190,1995,258,10000,0.000750413,3
965,94,119,7,903,18000,25178165,70292,1,274,2001,9000,8000,0.003301816,2
966,90,87,98,503,975,1276984,11403,2,150,2000,537,795,0.001350743,2
967,50,92,737,380,718,14891000,15088,3,105,1996,524,824,0.000975537,2
968,75,118,10,48,172,399879,5772,2,115,2006,71,302,0.000300165,2
969,459,85,198,387,2000,80034302,296787,0,2192,2008,1000,10000,0.001050578,2
970,83,102,39,259,1000,6114237,19986,4,207,2001,1000,892,0.001725949,2
971,351,111,34,54,838,38317535,73249,1,212,2015,55,36000,0.00060033,3
972,31,101,154,497,1000,53146000,9845,1,77,1996,816,613,0.001125619,2
973,210,153,98,539,780,204843350,744891,0,983,1991,604,13000,0.001425784,4
974,140,136,394,1000,24000,67286731,67856,1,345,2004,10000,10000,0.003301816,2
975,140,154,16000,889,22000,39647595,239540,5,462,1997,1000,10000,0.004277353,3
976,135,103,14,624,865,13395939,43442,4,146,2004,826,10000,0.001500825,2
977,118,101,30,268,1000,93307796,85673,2,269,2002,976,10000,0.001350743,2
978,96,94,12,583,16000,21005329,89128,0,258,2002,876,10000,0.002176197,2
979,264,92,30,309,941,49122319,47169,0,162,2012,459,17000,0.000525289,2
980,326,133,131,733,8000,124868837,249688,0,548,2014,1000,93000,0.00060033,3
981,70,87,25,611,1000,16290976,14637,0,100,1999,670,619,0.001500825,2
982,43,145,98,280,639,5669081,3665,1,57,2012,377,10000,0.000300165,2
983,129,118,41,442,2000,1150403,14143,4,102,2006,812,10000,0.001275702,3
984,432,95,38,20,409,13401683,203461,0,588,2012,107,46000,0.000525289,3
985,350,119,151,2000,20000,179883016,361924,0,641,2009,16000,10000,0.003226775,2
986,127,83,322,179,1000,71277420,119590,7,548,2001,422,10000,0.001350743,2
987,444,94,520,192,11000,14123773,108683,4,561,2012,892,25000,0.001575867,2
988,265,116,285,107,12000,119219978,189806,2,316,2010,8000,16000,0.003752064,2
989,94,119,213,249,886,156645693,55101,0,201,1987,276,3000,0.000975537,2
990,44,95,98,642,1000,37788228,15046,1,80,2003,812,638,0.001575867,2
991,100,103,38,316,745,1530535,7833,3,63,2005,591,215,0.000675371,2
992,34,135,596,2000,10000,10400000,12037,1,90,1995,3000,943,0.002701486,2
993,125,107,234,660,1000,6998324,11476,2,50,2015,962,10000,0.000975537,2
994,58,98,70,223,462,15361537,12263,0,132,2002,444,564,0.000450248,1
995,163,114,19,848,1000,28772222,33958,1,163,2015,897,37000,0.001125619,2
996,102,129,51,630,948,8396942,72715,1,103,2008,822,10000,0.000900495,2
997,193,103,77,835,1000,176387405,328159,0,467,2002,939,3000,0.001575867,3
998,373,146,150,2000,15000,169705587,318955,2,460,2011,3000,75000,0.001575867,4
999,9,100,6,325,396,31937,1358,3,10,2007,326,60,0.000450248,2
1000,518,127,14000,981,26000,257704099,504419,0,1559,2009,12000,19000,0.002251238,3
1001,126,90,9,595,710,603943,26407,0,154,2004,634,1000,0.000750413,3
1002,302,117,98,521,11000,27000000,461609,2,1168,1982,759,34000,0.004052229,4
1003,56,80,11,499,911,40363530,18254,2,307,2002,521,1000,0.00060033,1
1004,320,131,385,11000,26000,39292022,127258,15,351,2014,13000,56000,0.003301816,2
1005,277,88,365,177,383,30859000,96411,0,826,1974,371,10000,0.000825454,3
1006,152,83,26,801,10000,25799043,28513,0,126,2015,830,10000,0.00120066,2
1007,64,94,394,565,922,12398628,21542,2,88,2002,855,977,0.001125619,2
1008,81,110,107,45,576,136007,3924,1,39,2004,133,171,0.000450248,2
1009,337,95,20,365,422,5997134,36381,3,126,2012,374,11000,0.000525289,3
1010,126,124,287,475,9000,23360779,31113,0,212,2000,1000,852,0.002326279,2
1011,143,112,98,201,874,6197866,63733,0,414,1999,262,10000,0.000975537,3
1012,59,125,98,184,443,65012000,43559,1,137,1994,277,10000,0.001050578,2
1013,40,98,7,17,289,95016,11074,0,56,2004,38,442,0.000450248,3
1014,195,91,19,260,968,12055108,61151,0,134,2008,934,10000,0.001275702,2
1015,153,112,395,80,13000,31252964,71495,1,522,2001,595,10000,0.001951073,3
1016,253,114,71,313,14000,25977365,87950,0,207,2014,439,15000,0.002101156,2
1017,350,122,308,10000,17000,191449475,348007,1,1535,2008,12000,19000,0.002176197,2
1018,248,110,282,103,11000,124051759,42372,2,239,2016,10000,29000,0.001425784,2
1019,78,101,287,257,745,29500000,25613,0,121,1983,730,10000,0.001425784,2
1020,71,98,89,3,88,2938208,7143,1,52,1990,74,865,0.000300165,3
1021,52,106,167,676,966,65182182,15310,8,38,2014,807,3000,0.001575867,2
1022,197,119,59,676,2000,39440655,61680,1,222,2010,828,19000,0.000750413,2
1023,349,167,473,303,559,161029270,119928,0,331,2015,427,76000,0.001500825,3
1024,450,106,98,273,17000,32154410,148334,0,274,2013,681,29000,0.003076692,3
1025,175,127,57,3000,12000,101643008,218341,1,498,2000,11000,10000,0.004577518,2
1026,156,136,258,94,12000,93771072,135404,0,318,1998,174,10000,0.00292661,2
1027,23,95,98,26,442,20047715,8008,1,26,1996,95,504,0.000525289,2
1028,208,122,117,140,40000,31598308,124765,1,541,2001,1000,10000,0.003001651,2
1029,220,90,15,16000,87000,64255243,80903,0,518,2005,17000,10000,0.001800991,2
1030,383,103,165,13000,26000,85017401,246803,3,474,2012,13000,108000,0.00412727,2
1031,493,110,1000,538,13000,171031347,240962,0,724,2010,12000,36000,0.004427435,3
1032,323,109,304,736,939,47536959,86956,0,275,2009,906,12000,0.001125619,3
1033,212,87,26,566,827,40198710,87451,0,660,2004,825,10000,0.00060033,1
1034,36,97,4,150,446,62480,1048,1,7,2015,171,793,0.000300165,2
1035,35,98,188,693,2000,24629916,12942,0,34,1997,970,902,0.001425784,2
1036,163,92,100,327,678,80197993,65551,1,441,2006,635,10000,0.000525289,2
1037,261,289,98,3000,11000,78800000,450676,1,983,1979,10000,19000,0.003151733,4
1038,354,98,350,322,1000,37707719,76094,2,233,2013,482,37000,0.001876032,3
1039,124,114,15,650,851,26896744,16582,4,125,2008,680,10000,0.00120066,1
1040,420,111,98,687,2000,38176892,104119,0,518,2011,741,26000,0.001800991,2
1041,408,96,98,262,1000,292979556,665575,1,704,2009,848,27000,0.001500825,4
1042,264,124,108,186,1000,46377022,75306,3,266,2011,400,48000,0.001951073,3
1043,140,116,80,651,11000,105807520,156717,2,357,2003,1000,10000,0.003601981,2
1044,29,123,473,685,890,36049108,10139,4,70,1996,851,10000,0.002626445,2
1045,45,85,98,966,22000,100669,2522,1,11,2009,12000,407,0.003226775,2
1046,181,98,285,7000,640000,84136909,267921,5,577,2004,8000,10000,0.002476362,3
1047,52,100,365,225,425,4884663,5187,0,64,1986,394,902,0.000900495,2
1048,38,95,34,368,554,13555988,7242,1,38,2000,439,10000,0.000825454,2
1049,440,138,446,929,20000,132550960,328067,1,533,2013,992,68000,0.002476362,2
1050,316,110,335,988,11000,134568845,299852,0,713,2008,11000,10000,0.005177848,2
1051,90,102,277,57,327,10660147,17740,0,165,1999,261,10000,0.001425784,3
1052,21,91,150,150,979,2104000,1595,3,19,1996,385,69,0.001275702,2
1053,114,113,101,848,22000,241688385,144053,0,395,1996,946,10000,0.002401321,2
1054,94,95,65,246,506,58156435,37479,3,152,2004,316,10000,0.000750413,2
1055,149,91,17,670,1000,41867960,65512,0,478,2001,795,10000,0.001050578,2
1056,85,142,98,854,978,19283782,31227,0,354,1999,911,10000,0.002326279,2
1057,142,102,148,135,8000,93607673,47573,4,343,2001,973,881,0.002026114,2
1058,202,114,159,877,13000,16264475,54787,1,216,2007,2000,10000,0.001275702,2
1059,60,108,25,94,1000,6000000,10832,0,102,1981,115,10000,0.000375206,2
1060,136,138,98,123,14000,35168677,49311,1,278,2002,602,10000,0.002326279,2
1061,171,92,255,447,26000,25296447,237248,0,460,2002,1000,10000,0.002326279,2
1062,153,102,22,816,1000,38087366,113918,2,165,2008,954,10000,0.00060033,2
1063,77,92,221,491,11000,38624000,156143,1,289,1996,503,10000,0.001800991,2
1064,118,119,98,39,29000,39778599,176169,0,548,2000,414,10000,0.002476362,2
1065,77,102,596,785,877,1068392,3865,0,53,2011,794,2000,0.000975537,2
1066,45,97,4,826,1000,31179516,5928,5,49,2004,1000,243,0.001275702,1
1067,104,112,37,548,748,3169424,18442,1,59,2007,573,689,0.001050578,2
1068,77,101,93,218,287,26082914,51349,2,213,2005,233,10000,0.000750413,1
1069,235,109,226,370,12000,63143812,124185,0,238,2010,418,11000,0.003226775,2
1070,397,99,98,828,2000,42057340,158354,0,691,2009,1000,11000,0.001725949,2
1071,173,110,12000,555,10000,176781728,219171,2,388,1986,1000,19000,0.003677022,2
1072,183,106,235,931,4000,118683135,102167,1,483,2006,957,10000,0.002776527,2
1073,170,101,96,204,713,60443237,76882,0,106,2012,220,29000,0.001275702,2
1074,525,132,160,443,20000,70496802,791783,1,2042,2005,979,48000,0.002251238,4
1075,165,108,98,844,16000,25753840,219091,2,592,1996,4000,12000,0.003376857,3
1076,63,104,30,635,1000,21800302,12164,1,63,2004,962,491,0.001425784,2
1077,152,113,17,759,87000,34636443,93790,0,288,2005,13000,10000,0.003226775,2
1078,95,125,44,420,593,60000000,49934,1,224,1983,542,10000,0.000675371,1
1079,119,174,338,195,354,163214286,148172,3,406,1965,209,15000,0.000450248,3
1080,96,128,608,1000,49000,95860116,277451,0,491,1989,1000,23000,0.002551403,3
1081,242,129,98,625,12000,70236496,67395,0,564,2006,1000,10000,0.004502476,2
1082,279,120,508,1000,21000,58700247,95367,1,260,2011,11000,33000,0.001575867,2
1083,246,90,50,397,4000,149234747,114287,0,137,2011,442,16000,0.001350743,2
1084,287,120,98,5,103,128067808,217740,3,1641,2000,21,10000,0.001425784,3
1085,271,94,293,939,18000,32416109,109620,0,268,2009,12000,15000,0.003677022,2
1086,99,119,18,9,20,4234040,14301,0,45,2008,18,10000,0.000300165,2
1087,33,93,14,199,1000,29247405,28377,1,261,1997,401,10000,0.001050578,1
1088,105,106,287,767,16000,41482207,68428,0,148,1990,823,10000,0.001650908,2
1089,254,113,197,43,165,10955425,62770,1,396,2008,107,10000,0.000525289,2
1090,106,98,541,71,214,1569918,16234,1,113,2003,96,10000,0.001876032,2
1091,71,89,98,119,990,598645,13145,0,215,2002,711,725,0.002026114,1
1092,242,102,43,113,170,2035566,77305,0,162,2009,157,11000,0.00060033,2
1093,209,85,9,100,567,56068547,98160,0,307,2005,269,10000,0.000450248,3
1094,558,157,98,304,1000,95720716,216032,0,640,2012,1000,39000,0.001350743,3
1095,278,100,92,221,3000,12574715,112138,0,237,2009,766,12000,0.001575867,3
1096,76,94,99,377,598,71038190,23473,1,123,2015,557,8000,0.001050578,1
1097,111,93,16,258,567,4919896,21530,1,159,2001,326,618,0.000900495,2
1098,177,106,16,265,452,22331028,57349,0,177,2015,328,10000,0.000300165,2
1099,180,141,448,334,614,617840,52496,2,172,2009,451,29000,0.000675371,3
1100,242,106,835,363,13000,7556708,30284,1,102,2012,826,10000,0.003151733,2
1101,56,175,98,14,385,50800000,40277,14,210,1977,232,10000,0.000750413,3
1102,344,94,380,113,660,237301,75669,0,451,2010,280,19000,0.000525289,2
1103,256,97,52,161,20000,103400692,123553,0,174,2012,315,25000,0.001575867,3
1104,29,124,8,232,508,37672350,5427,1,51,1998,270,10000,0.000675371,2
1105,18,106,44,328,865,25047631,6585,0,50,1999,405,990,0.00120066,2
1106,233,109,453,120,1000,10499968,47498,3,212,2014,206,10000,0.001125619,2
1107,676,100,98,228,33000,35054909,431578,0,1264,2011,745,81000,0.001876032,3
1108,435,100,97,2000,11000,257756197,246698,0,471,2014,8000,64000,0.004952724,3
1109,81,98,143,153,302,15464026,23076,2,158,2000,216,1000,0.00060033,2
1110,31,103,49,304,687,9094451,11668,0,79,1989,554,10000,0.001500825,2
1111,129,106,98,481,1000,86300000,112671,0,315,1974,595,14000,0.000750413,3
1112,251,113,129,1000,16000,70083519,149019,2,666,2007,6000,10000,0.001650908,2
1113,68,141,407,501,688,3064356,3433,6,81,2002,659,160,0.000825454,2
1114,184,126,295,284,18000,31141074,51892,4,273,2016,934,24000,0.002401321,2
1115,68,88,34,445,642,78656813,42765,0,93,1991,533,10000,0.000375206,2
1116,250,189,98,1000,16000,25031037,155496,0,532,2007,3000,10000,0.003827105,3
1117,190,110,37,268,10000,10324441,27117,1,140,2011,826,7000,0.001350743,2
1118,393,101,98,888,3000,2319187,92640,0,212,2013,1000,23000,0.002701486,2
1119,143,95,9,11000,14000,88658172,58412,2,242,2006,11000,2000,0.003226775,2
1120,148,128,323,489,13000,100012500,299258,1,346,1995,559,10000,0.00412727,3
1121,125,107,42,171,875,20113965,15231,3,66,2012,596,10000,0.001425784,2
1122,47,108,2,30,772,11703287,4360,3,148,2005,232,1000,0.000300165,2
1123,325,118,117,10000,18000,94822707,227072,0,560,2010,15000,20000,0.003076692,2
1124,8,91,10,10,353,2712293,475,4,11,1991,12,123,0.000300165,2
1125,172,130,545,552,722,26616590,120416,0,857,1997,585,10000,0.001575867,2
1126,242,129,98,655,2000,25517500,40941,1,320,2008,826,10000,0.003226775,2
1127,97,125,98,957,10000,48154732,60326,1,142,1997,2000,2000,0.004277353,2
1128,225,108,23,845,2000,10907291,23775,0,134,2016,860,73000,0.000825454,2
1129,67,80,7,21,57,5000000,4812,0,88,1953,40,465,0.000300165,2
1130,189,80,129,26,375,856942,12241,1,112,2008,44,10000,0.000375206,3
1131,97,110,342,393,623,10200000,18697,0,263,1997,508,578,0.000750413,3
1132,95,112,37,480,3000,26494611,48621,0,239,1999,874,10000,0.002101156,2
1133,299,87,30,433,745,183132370,259083,0,763,2007,440,10000,0.000825454,3
1134,202,108,98,346,22000,13060843,149528,0,454,2002,3000,10000,0.004577518,3
1135,66,82,8,179,770,80920948,23943,0,118,2001,677,425,0.000975537,2
1136,246,125,6000,7,17,10049886,417971,0,902,2001,10,28000,0.000750413,4
1137,43,111,2000,51,15000,69800000,54723,2,99,1984,161,10000,0.003151733,2
1138,143,112,108,2000,23000,10911750,17757,2,99,2008,17000,982,0.003001651,2
1139,78,94,6,227,490,17010646,40751,0,239,2005,294,881,0.000525289,0
1140,193,131,226,341,12000,173005002,255447,0,692,2004,625,10000,0.003226775,2
1141,77,94,163,2000,12000,82569532,42737,6,128,2005,3000,781,0.001650908,2
1142,66,95,31,683,3000,4411102,20295,1,164,2002,695,416,0.001951073,1
1143,161,126,835,893,49000,138339411,604904,2,682,1997,13000,31000,0.004277353,4
1144,245,108,425,766,20000,70625986,168717,1,178,2011,962,24000,0.002626445,2
1145,392,116,98,513,1000,78900000,563827,0,1110,1979,581,23000,0.003151733,4
1146,154,104,98,1000,4000,40064955,92074,1,502,1998,4000,10000,0.002326279,2
